code,name
24740,"Greenville, MS"
24780,"Greenville, NC"
24820,"Greenville, OH"
24860,"Greenville-Mauldin-Easley, SC"
24900,"Greenwood, MS"
24940,"Greenwood, SC"
24980,"Grenada, MS"
25020,"Guayama, PR"
25060,"Gulfport-Biloxi, MS"
25100,"Guymon, OK"
25180,"Hagerstown-Martinsburg, MD-WV"
25220,"Hammond, LA"
25260,"Hanford-Corcoran, CA"
25300,"Hannibal, MO"
25340,"Harriman, TN"
25420,"Harrisburg-Carlisle, PA"
25460,"Harrison, AR"
25500,"Harrisonburg, VA"
25540,"Hartford-West Hartford-East Hartford, CT"
25580,"Hastings, NE"
25620,"Hattiesburg, MS"
25660,"Havre, MT"
25740,"Helena, MT"
25760,"Helena-West Helena, AR"
25780,"Henderson, NC"
25860,"Hickory-Lenoir-Morganton, NC"
25900,"Hilo, HI"
25940,"Hilton Head Island-Beaufort, SC"
26020,"Hobbs, NM"
26100,"Holland-Grand Haven, MI"
26140,"Homosassa Springs, FL"
26180,"Honolulu, HI"
26260,"Hope, AR"
26300,"Hot Springs, AR"
26340,"Houghton, MI"
26380,"Houma-Bayou Cane-Thibodaux, LA"
26420,"Houston-Sugar Land-Baytown, TX"
26460,"Hudson, NY"
26540,"Huntington, IN"
26580,"Huntington-Ashland, WV-KY-OH"
26620,"Huntsville, AL"
26700,"Huron, SD"
26780,"Hutchinson, MN"
26820,"Idaho Falls, ID"
26860,"Indiana, PA"
26900,"Indianapolis-Carmel, IN"
26980,"Iowa City, IA"
27020,"Iron Mountain, MI-WI"
27060,"Ithaca, NY"
27100,"Jackson, MI"
27140,"Jackson, MS"
27180,"Jackson, TN"
27220,"Jackson, WY-ID"
27260,"Jacksonville, FL"
27340,"Jacksonville, NC"
27420,"Jamestown, ND"
27460,"Jamestown-Dunkirk-Fredonia, NY"
27500,"Janesville, WI"
27540,"Jasper, IN"
27620,"Jefferson City, MO"
27700,"Jesup, GA"
27740,"Johnson City, TN"
27780,"Johnstown, PA"
27860,"Jonesboro, AR"
27900,"Joplin, MO"
27940,"Juneau, AK"
27980,"Kahului-Wailuku, HI"
28020,"Kalamazoo-Portage, MI"
28060,"Kalispell, MT"
28100,"Kankakee-Bradley, IL"
28140,"Kansas City, MO-KS"
28180,"Kapaa, HI"
28260,"Kearney, NE"
28300,"Keene, NH"
28420,"Kennewick-Richland-Pasco, WA"
28540,"Ketchikan, AK"
28580,"Key West, FL"
28660,"Killeen-Temple-Fort Hood, TX"
28700,"Kingsport-Bristol-Bristol, TN-VA"
28740,"Kingston, NY"
28780,"Kingsville, TX"
28820,"Kinston, NC"
28860,"Kirksville, MO"
28900,"Klamath Falls, OR"
28940,"Knoxville, TN"
29020,"Kokomo, IN"
29060,"Laconia, NH"
29100,"La Crosse, WI-MN"
29140,"Lafayette, IN"
29180,"Lafayette, LA"
29220,"La Follette, TN"
29260,"La Grande, OR"
29340,"Lake Charles, LA"
29380,"Lake City, FL"
29420,"Lake Havasu City-Kingman, AZ"
29460,"Lakeland, FL"
29540,"Lancaster, PA"
29580,"Lancaster, SC"
29620,"Lansing-East Lansing, MI"
29660,"Laramie, WY"
29700,"Laredo, TX"
29740,"Las Cruces, NM"
29780,"Las Vegas, NM"
29820,"Las Vegas-Paradise, NV"
29860,"Laurel, MS"
29900,"Laurinburg, NC"
29940,"Lawrence, KS"
29980,"Lawrenceburg, TN"
30020,"Lawton, OK"
30100,"Lebanon, NH-VT"
30140,"Lebanon, PA"
30260,"Lewisburg, PA"
30280,"Lewisburg, TN"
30300,"Lewiston, ID-WA"
30340,"Lewiston-Auburn, ME"
30420,"Lexington, NE"
30460,"Lexington-Fayette, KY"
30620,"Lima, OH"
30660,"Lincoln, IL"
30700,"Lincoln, NE"
30740,"Lincolnton, NC"
30780,"Little Rock-North Little Rock-Conway, AR"
30820,"Lock Haven, PA"
30860,"Logan, UT-ID"
30940,"London, KY"
30980,"Longview, TX"
31020,"Longview, WA"
31060,"Los Alamos, NM"
31100,"Los Angeles-Long Beach-Santa Ana, CA"
31140,"Louisville/Jefferson County, KY-IN"
31180,"Lubbock, TX"
31260,"Lufkin, TX"
31300,"Lumberton, NC"
31340,"Lynchburg, VA"
31420,"Macon, GA"
31460,"Madera, CA"
31500,"Madison, IN"
31540,"Madison, WI"
31580,"Madisonville, KY"
31620,"Magnolia, AR"
31660,"Malone, NY"
31700,"Manchester-Nashua, NH"
31740,"Manhattan, KS"
31820,"Manitowoc, WI"
31860,"Mankato-North Mankato, MN"
31900,"Mansfield, OH"
31940,"Marinette, WI-MI"
31980,"Marion, IN"
32020,"Marion, OH"
32060,"Marion-Herrin, IL"
32100,"Marquette, MI"
32140,"Marshall, MN"
32220,"Marshall, TX"
32260,"Marshalltown, IA"
32270,"Marshfield-Wisconsin Rapids, WI"
32300,"Martinsville, VA"
32380,"Mason City, IA"
32420,"Mayaguez, PR"
32460,"Mayfield, KY"
32500,"Maysville, KY"
32540,"McAlester, OK"
32580,"McAllen-Edinburg-Mission, TX"
32780,"Medford, OR"
32820,"Memphis, TN-MS-AR"
32860,"Menomonie, WI"
32900,"Merced, CA"
32940,"Meridian, MS"
32980,"Merrill, WI"
33020,"Mexico, MO"
33060,"Miami, OK"
33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
33140,"Michigan City-La Porte, IN"
33180,"Middlesborough, KY"
33220,"Midland, MI"
33260,"Midland, TX"
33300,"Milledgeville, GA"
33340,"Milwaukee-Waukesha-West Allis, WI"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
33500,"Minot, ND"
33540,"Missoula, MT"
33580,"Mitchell, SD"
33660,"Mobile, AL"
33700,"Modesto, CA"
33740,"Monroe, LA"
33780,"Monroe, MI"
33820,"Monroe, WI"
33860,"Montgomery, AL"
33940,"Montrose, CO"
33980,"Morehead City, NC"
34020,"Morgan City, LA"
34060,"Morgantown, WV"
34100,"Morristown, TN"
34140,"Moscow, ID"
34180,"Moses Lake, WA"
34220,"Moultrie, GA"
34300,"Mountain Home, ID"
34340,"Mount Airy, NC"
34380,"Mount Pleasant, MI"
34420,"Mount Pleasant, TX"
34500,"Mount Vernon, IL"
34540,"Mount Vernon, OH"
34580,"Mount Vernon-Anacortes, WA"
34620,"Muncie, IN"
34660,"Murray, KY"
34700,"Muscatine, IA"
34740,"Muskegon-Norton Shores, MI"
34780,"Muskogee, OK"
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC"
34860,"Nacogdoches, TX"
34900,"Napa, CA"
34940,"Naples-Marco Island, FL"
34980,"Nashville-Davidson-Murfreesboro-Franklin, TN"
35020,"Natchez, MS-LA"
35100,"New Bern, NC"
35220,"New Castle, IN"
35260,"New Castle, PA"
35300,"New Haven-Milford, CT"
35380,"New Orleans-Metairie-Kenner, LA"
35420,"New Philadelphia-Dover, OH"
35460,"Newport, TN"
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA"
35660,"Niles-Benton Harbor, MI"
35700,"Nogales, AZ"
35740,"Norfolk, NE"
35820,"North Platte, NE"
35900,"North Wilkesboro, NC"
35940,"Norwalk, OH"
35980,"Norwich-New London, CT"
36020,"Oak Harbor, WA"
36060,"Oak Hill, WV"
36100,"Ocala, FL"
36140,"Ocean City, NJ"
36180,"Ocean Pines, MD"
36220,"Odessa, TX"
36260,"Ogden-Clearfield, UT"
36300,"Ogdensburg-Massena, NY"
36380,"Okeechobee, FL"
36420,"Oklahoma City, OK"
36460,"Olean, NY"
36500,"Olympia, WA"
36540,"Omaha-Council Bluffs, NE-IA"
36580,"Oneonta, NY"
36700,"Orangeburg, SC"
36740,"Orlando-Kissimmee, FL"
36780,"Oshkosh-Neenah, WI"
36820,"Oskaloosa, IA"
36860,"Ottawa-Streator, IL"
36900,"Ottumwa, IA"
36980,"Owensboro, KY"
37020,"Owosso, MI"
37060,"Oxford, MS"
37100,"Oxnard-Thousand Oaks-Ventura, CA"
37140,"Paducah, KY-IL"
37220,"Pahrump, NV"
37260,"Palatka, FL"
37340,"Palm Bay-Melbourne-Titusville, FL"
37380,"Palm Coast, FL"
37460,"Panama City-Lynn Haven, FL"
37540,"Paris, TN"
37620,"Parkersburg-Marietta-Vienna, WV-OH"
37700,"Pascagoula, MS"
37740,"Payson, AZ"
37800,"Pella, IA"
37820,"Pendleton-Hermiston, OR"
37860,"Pensacola-Ferry Pass-Brent, FL"
37900,"Peoria, IL"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
38020,"Phoenix Lake-Cedar Ridge, CA"
38060,"Phoenix-Mesa-Scottsdale, AZ"
38100,"Picayune, MS"
38180,"Pierre, SD"
38220,"Pine Bluff, AR"
38300,"Pittsburgh, PA"
38340,"Pittsfield, MA"
38420,"Platteville, WI"
38460,"Plattsburgh, NY"
38540,"Pocatello, ID"
38580,"Point Pleasant, WV-OH"
38620,"Ponca City, OK"
38660,"Ponce, PR"
38700,"Pontiac, IL"
38740,"Poplar Bluff, MO"
38820,"Port Angeles, WA"
38860,"Portland-South Portland-Biddeford, ME"
38900,"Portland-Vancouver-Beaverton, OR-WA"
38940,"Port St. Lucie, FL"
39020,"Portsmouth, OH"
39060,"Pottsville, PA"
39100,"Poughkeepsie-Newburgh-Middletown, NY"
39140,"Prescott, AZ"
39220,"Price, UT"
39260,"Prineville, OR"
39300,"Providence-New Bedford-Fall River, RI-MA"
39340,"Provo-Orem, UT"
39380,"Pueblo, CO"
39420,"Pullman, WA"
39460,"Punta Gorda, FL"
39500,"Quincy, IL-MO"
39540,"Racine, WI"
39580,"Raleigh-Cary, NC"
39660,"Rapid City, SD"
39740,"Reading, PA"
39780,"Red Bluff, CA"
39820,"Redding, CA"
39860,"Red Wing, MN"
39900,"Reno-Sparks, NV"
39940,"Rexburg, ID"
39980,"Richmond, IN"
40060,"Richmond, VA"
40080,"Richmond-Berea, KY"
40140,"Riverside-San Bernardino-Ontario, CA"
40180,"Riverton, WY"
40220,"Roanoke, VA"
40260,"Roanoke Rapids, NC"
40340,"Rochester, MN"
40380,"Rochester, NY"
40420,"Rockford, IL"
40460,"Rockingham, NC"
40500,"Rockland, ME"
40540,"Rock Springs, WY"
40580,"Rocky Mount, NC"
40660,"Rome, GA"
40700,"Roseburg, OR"
40740,"Roswell, NM"
40760,"Ruidoso, NM"
40780,"Russellville, AR"
40820,"Ruston, LA"
40860,"Rutland, VT"
40900,"Sacramento--Arden-Arcade--Roseville, CA"
40940,"Safford, AZ"
40980,"Saginaw-Saginaw Township North, MI"
41060,"St. Cloud, MN"
41100,"St. George, UT"
41140,"St. Joseph, MO-KS"
41180,"St. Louis, MO-IL"
41220,"St. Marys, GA"
41260,"St. Marys, PA"
41420,"Salem, OR"
41460,"Salina, KS"
41500,"Salinas, CA"
41540,"Salisbury, MD"
41580,"Salisbury, NC"
41620,"Salt Lake City, UT"
41660,"San Angelo, TX"
41700,"San Antonio, TX"
41740,"San Diego-Carlsbad-San Marcos, CA"
41780,"Sandusky, OH"
41820,"Sanford, NC"
41860,"San Francisco-Oakland-Fremont, CA"
41940,"San Jose-Sunnyvale-Santa Clara, CA"
41980,"San Juan-Caguas-Guaynabo, PR"
42020,"San Luis Obispo-Paso Robles, CA"
42060,"Santa Barbara-Santa Maria-Goleta, CA"
42100,"Santa Cruz-Watsonville, CA"
42140,"Santa Fe, NM"
42220,"Santa Rosa-Petaluma, CA"
42300,"Sault Ste. Marie, MI"
42340,"Savannah, GA"
42380,"Sayre, PA"
42420,"Scottsbluff, NE"
42460,"Scottsboro, AL"
42540,"Scranton--Wilkes-Barre, PA"
42580,"Seaford, DE"
42620,"Searcy, AR"
42660,"Seattle-Tacoma-Bellevue, WA"
42680,"Sebastian-Vero Beach, FL"
42700,"Sebring, FL"
42740,"Sedalia, MO"
42820,"Selma, AL"
42860,"Seneca, SC"
42900,"Seneca Falls, NY"
42940,"Sevierville, TN"
42980,"Seymour, IN"
43060,"Shawnee, OK"
43100,"Sheboygan, WI"
43140,"Shelby, NC"
43180,"Shelbyville, TN"
43220,"Shelton, WA"
43260,"Sheridan, WY"
43300,"Sherman-Denison, TX"
43320,"Show Low, AZ"
43340,"Shreveport-Bossier City, LA"
43380,"Sidney, OH"
43420,"Sierra Vista-Douglas, AZ"
43500,"Silver City, NM"
43540,"Silverthorne, CO"
43580,"Sioux City, IA-NE-SD"
43620,"Sioux Falls, SD"
43700,"Somerset, KY"
43740,"Somerset, PA"
43780,"South Bend-Mishawaka, IN-MI"
43860,"Southern Pines-Pinehurst, NC"
43900,"Spartanburg, SC"
43980,"Spencer, IA"
44060,"Spokane, WA"
44100,"Springfield, IL"
44140,"Springfield, MA"
44180,"Springfield, MO"
44220,"Springfield, OH"
44300,"State College, PA"
44340,"Statesboro, GA"
44380,"Statesville-Mooresville, NC"
44420,"Staunton-Waynesboro, VA"
44540,"Sterling, CO"
44580,"Sterling, IL"
44620,"Stevens Point, WI"
44660,"Stillwater, OK"
44700,"Stockton, CA"
44900,"Summerville, GA"
44940,"Sumter, SC"
45000,"Susanville, CA"
45060,"Syracuse, NY"
45140,"Tahlequah, OK"
45180,"Talladega-Sylacauga, AL"
45220,"Tallahassee, FL"
45300,"Tampa-St. Petersburg-Clearwater, FL"
45340,"Taos, NM"
45460,"Terre Haute, IN"
45500,"Texarkana, TX-Texarkana, AR"
45520,"The Dalles, OR"
45620,"Thomasville, GA"
45640,"Thomasville-Lexington, NC"
45660,"Tiffin, OH"
45780,"Toledo, OH"
45820,"Topeka, KS"
45860,"Torrington, CT"
45900,"Traverse City, MI"
45940,"Trenton-Ewing, NJ"
45980,"Troy, AL"
46020,"Truckee-Grass Valley, CA"
46060,"Tucson, AZ"
46100,"Tullahoma, TN"
46140,"Tulsa, OK"
46180,"Tupelo, MS"
46220,"Tuscaloosa, AL"
46300,"Twin Falls, ID"
46340,"Tyler, TX"
46380,"Ukiah, CA"
46420,"Union, SC"
46460,"Union City, TN-KY"
46500,"Urbana, OH"
46540,"Utica-Rome, NY"
46660,"Valdosta, GA"
46700,"Vallejo-Fairfield, CA"
46860,"Vernal, UT"
46980,"Vicksburg, MS"
47020,"Victoria, TX"
47180,"Vincennes, IN"
47220,"Vineland-Millville-Bridgeton, NJ"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
47300,"Visalia-Porterville, CA"
47340,"Wabash, IN"
47380,"Waco, TX"
47420,"Wahpeton, ND-MN"
47460,"Walla Walla, WA"
47500,"Walterboro, SC"
47580,"Warner Robins, GA"
47620,"Warren, PA"
47700,"Warsaw, IN"
47780,"Washington, IN"
47820,"Washington, NC"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
47920,"Washington Court House, OH, AR"
47940,"Waterloo-Cedar Falls, IA"
47980,"Watertown, SD"
48020,"Watertown-Fort Atkinson, WI"
48060,"Watertown-Fort Drum, NY"
48140,"Wausau, WI"
48260,"Weirton-Steubenville, WV-OH"
48300,"Wenatchee, WA"
48460,"West Plains, MO"
48540,"Wheeling, WV-OH"
48580,"Whitewater, WI"
48620,"Wichita, KS"
48660,"Wichita Falls, TX"
48700,"Williamsport, PA"
48740,"Willimantic, CT"
48780,"Williston, ND"
48820,"Willmar, MN"
48900,"Wilmington, NC"
48940,"Wilmington, OH"
48980,"Wilson, NC"
49020,"Winchester, VA-WV"
49100,"Winona, MN"
49180,"Winston-Salem, NC"
49260,"Woodward, OK"
49300,"Wooster, OH"
49340,"Worcester, MA"
49420,"Yakima, WA"
49460,"Yankton, SD"
49500,"Yauco, PR"
49540,"Yazoo City, MS"
49620,"York-Hanover, PA"
49660,"Youngstown-Warren-Boardman, OH-PA"
49700,"Yuba City, CA"
49740,"Yuma, AZ"
49780,"Zanesville, OH"
